ingredient,allergen,category,severity
1% honig,None,Unknown,Safe
celery stock,None,Unknown,Safe
caramel 0,None,Unknown,Safe
tapioca-starch,None,Unknown,Safe
canola oil 70% extra virgin olive oil 20%,None,Unknown,Safe
quesco fresco,None,Unknown,Safe
e-471,None,Unknown,Safe
glaze),None,Unknown,Safe
mozzarella cheese (cultured pasteurized part-skim milk,None,Unknown,Safe
cabernet sauvignon wine,None,Unknown,Safe
abricot (15%),None,Unknown,Safe
organic flax meal,None,Unknown,Safe
orange 4%,None,Unknown,Safe
4%) et poivre blanc (0,None,Unknown,Safe
organic oolong  tea leaves,None,Unknown,Safe
nocciota (50,None,Unknown,Safe
chocolat blanc 34,None,Unknown,Safe
edulcorantes (sucralose,None,Unknown,Safe
preservatives (sodium nitrite),None,Unknown,Safe
white drizzle (dried cane syrup,None,Unknown,Safe
thimi,None,Unknown,Safe
tomato powder and/or paprika powder,None,Unknown,Safe
sun flower lecithin,None,Unknown,Safe
sour cream type flavor (milk,None,Unknown,Safe
viande de poulet 28 %,None,Unknown,Safe
ferments vivants du yaourt),None,Unknown,Safe
raspberries (50%),None,Unknown,Safe
yellow plantains,None,Unknown,Safe
citric acid jalapeno pepper powder disodium inosinate,None,Unknown,Safe
huile de palme et palmiste,None,Unknown,Safe
huiles de colza et de palme,None,Unknown,Safe
hydrolyzed soy protein and corn gluten (disodium guanylate,None,Unknown,Safe
dried berry blend (strawberries,None,Unknown,Safe
soybean oil blend soy oil shortening (soybean oil,None,Unknown,Safe
foie de porc (23%),None,Unknown,Safe
organic brewed yerba mate (purified water,None,Unknown,Safe
beli luk,None,Unknown,Safe
e631) sucre de canne,None,Unknown,Safe
veggie blend (carrot,None,Unknown,Safe
korean bbq seasoning (sugar,None,Unknown,Safe
ripened plantain,None,Unknown,Safe
cultured buttermilk (milk and cultures),None,Unknown,Safe
sugar and natural flavor,None,Unknown,Safe
taro( 1 et 2% riz huile,None,Unknown,Safe
fruit 100 %,None,Unknown,Safe
sal  pimiento 8%,None,Unknown,Safe
goyave et citron,None,Unknown,Safe
getreidecrispies (weizenmehl,None,Unknown,Safe
yams,None,Unknown,Safe
1 mg),None,Unknown,Safe
cassis (35 %),None,Unknown,Safe
jamaica hibiscus,None,Unknown,Safe
jambon de porc (82%),None,Unknown,Safe
ammonium chloride),None,Unknown,Safe
sirop de glucose- ructose,None,Unknown,Safe
fenouil (foeniculum vulgare),None,Unknown,Safe
vin blanc muscadet,None,Unknown,Safe
fuggles,None,Unknown,Safe
jus de pomme (73%),None,Unknown,Safe
conserveermiddel (e202,None,Unknown,Safe
antioxydant(palmitate d'ascorbyle,None,Unknown,Safe
unbleached high gluten wheat flour (enriched with niacin,None,Unknown,Safe
sel) sauce (fromage frais 12%,None,Unknown,Safe
non gmo whole ground corn,None,Unknown,Safe
1 g glucides 53g dont sucres 43,None,Unknown,Safe
stabilisateur (e466),None,Unknown,Safe
morue (41 0%),None,Unknown,Safe
le lait le soja,None,Unknown,Safe
malt d'orge 2%,None,Unknown,Safe
risotto 33,None,Unknown,Safe
chia 0,None,Unknown,Safe
methyl cellulose),None,Unknown,Safe
parsley garlic,None,Unknown,Safe
chicken tenders contains 20% of water,None,Unknown,Safe
sodium benzoat and sorbic acid (preservatives),None,Unknown,Safe
artificial coloring (includes red,None,Unknown,Safe
menthe douce,None,Unknown,Safe
aromatisation au miel en morceaux 1,None,Unknown,Safe
cooked spinach and cheese ravioli (pasta (semolina,None,Unknown,Safe
4 % (aubergines (ue),None,Unknown,Safe
amidon 3%,None,Unknown,Safe
jus de cerise 17%,None,Unknown,Safe
essence de menthe,None,Unknown,Safe
whole rolled barley flakes,None,Unknown,Safe
poultry seasoning,None,Unknown,Safe
2 % (sirop de glucose-fructose,None,Unknown,Safe
sorghum flour and xanthan gum,None,Unknown,Safe
vin blanc(contient sulfites),None,Unknown,Safe
corrector de acidez e-341(i),None,Unknown,Safe
lime juice stevia,None,Unknown,Safe
huile de tournesol (8%),None,Unknown,Safe
( lemon and mango type),None,Unknown,Safe
vinaigres d'alcool et devin blanc,None,Unknown,Safe
stabilisatoren (gummi arabicum e414 und glycerinester aus wurzelharz e445),None,Unknown,Safe
corn syrup and less than 2% of the f,None,Unknown,Safe
sugar 9%,None,Unknown,Safe
extrait d'algue lithothamnium calcereum,None,Unknown,Safe
(contains yeast extract),None,Unknown,Safe
escalope de dinde 88%,None,Unknown,Safe
natural smoke flavor (maltodextrin),None,Unknown,Safe
smoky bacon seasoning (salt,None,Unknown,Safe
cream powder (m,None,Unknown,Safe
vegetable oil (soybean and palm oils),None,Unknown,Safe
hackettstown,None,Unknown,Safe
fruit juice concentrates) sugar,None,Unknown,Safe
e160a (orange/orange),None,Unknown,Safe
made with roasted peanut and sugar,None,Unknown,Safe
starter and salt),None,Unknown,Safe
brine (water,None,Unknown,Safe
blond 32% et blanc (beurre de cacao,None,Unknown,Safe
39 % (gingembre,None,Unknown,Safe
bell bepper,None,Unknown,Safe
gelling agents (e414,None,Unknown,Safe
pasta (100% enriched durum semolina,None,Unknown,Safe
russet,None,Unknown,Safe
sodium stearoyl lactiylate),None,Unknown,Safe
oeufs 30%,None,Unknown,Safe
banana 3%,None,Unknown,Safe
colours (purple sweet potato,None,Unknown,Safe
kiwi pulp 35%,None,Unknown,Safe
aulfate,None,Unknown,Safe
colored shell (evaporated cane juice,None,Unknown,Safe
17% huile de colza,None,Unknown,Safe
antioxidationsmittel (natriumascorbat,None,Unknown,Safe
quiche filling (whole eggs,None,Unknown,Safe
triphosphate),None,Unknown,Safe
thickener (415),None,Unknown,Safe
glansmiddel (bijenwas),None,Unknown,Safe
vegetabilisk olja (rapsolja,None,Unknown,Safe
butter 22%,None,Unknown,Safe
h-vollmilch ultrahocherhitzt homogenisiert 3,None,Unknown,Safe
e222,None,Unknown,Safe
cooked pasta (durum wheat semolina,None,Unknown,Safe
saucisse de strasbourg (viande de orc,None,Unknown,Safe
substance de remplissage (polydextrose),None,Unknown,Safe
demerara-zucker,None,Unknown,Safe
boterconcentraat,None,Unknown,Safe
salt and cooking rice wine (rice,None,Unknown,Safe
carboxy methyl,None,Unknown,Safe
dried date,None,Unknown,Safe
dried red chilis,None,Unknown,Safe
occhio beans,None,Unknown,Safe
maltodextrin salt),None,Unknown,Safe
romano cheese (pasteurized part-skim milk,None,Unknown,Safe
and silicon dioxide added to prevent caking),None,Unknown,Safe
black olives (sliced ripe olives,None,Unknown,Safe
glucides 22,None,Unknown,Safe
contains two percent or less of cocoa (processed with alkal,None,Unknown,Safe
dried garlic 4%,None,Unknown,Safe
amidon de pomme stabilisant (alginate de sodium),None,Unknown,Safe
parsley,None,Unknown,Safe
enzymes hemicellulase amylases,None,Unknown,Safe
3 % vin blanc,None,Unknown,Safe
sauce vinaigrette au vinaigre balsamique 12,None,Unknown,Safe
distilled vinegar brown sugar,None,Unknown,Safe
enriched flour (wheat f,None,Unknown,Safe
xanthan gum (stablizer),None,Unknown,Safe
gjorda av ekologiskt vin,None,Unknown,Safe
phosphates de sodium et polyphosphates,None,Unknown,Safe
and/or corn,None,Unknown,Safe
olive verte,None,Unknown,Safe
milchpermeat,None,Unknown,Safe
habanero and jalapeno peppers,None,Unknown,Safe
hongrie,None,Unknown,Safe
chocolate chips (evaporated cane syrup,None,Unknown,Safe
apple juice from concentrate artificial flavor,None,Unknown,Safe
5 frambuesas chafadas con mimo (7%),None,Unknown,Safe
etifiant (e407)),None,Unknown,Safe
100% decaffeinated coffee,None,Unknown,Safe
treacle raising agents (ammonium bicarbonate,None,Unknown,Safe
007 % yodato de potasio),None,Unknown,Safe
algues wakame,None,Unknown,Safe
beans),None,Unknown,Safe
bebida de soja 76,None,Unknown,Safe
l-argininhydrochlorid,None,Unknown,Safe
natural citrus blossom oil,None,Unknown,Safe
se/ et acidifiant (acide citrique),None,Unknown,Safe
rdcd irn,None,Unknown,Safe
vitamin a pa,None,Unknown,Safe
vinegar po,None,Unknown,Safe
coconut syrup (coconut sugar,None,Unknown,Safe
oliqofructose,None,Unknown,Safe
organic cnickpeas (cnickpeas,None,Unknown,Safe
plantes 1,None,Unknown,Safe
ancient grains (rye flakes,None,Unknown,Safe
toasted,None,Unknown,Safe
lait entier (origine france),None,Unknown,Safe
emmental (8%),None,Unknown,Safe
organic fruits (organic peaches,None,Unknown,Safe
organic cheddar cheese (cultured organic milk,None,Unknown,Safe
stoneground wholemeal wheat flour (gluten),None,Unknown,Safe
apricots (apricots,None,Unknown,Safe
tomates (57 %),None,Unknown,Safe
fire roasted tomatillos (includes citric acid),None,Unknown,Safe
skinless chicken breasts,None,Unknown,Safe
2% (ble complet 6,None,Unknown,Safe
vinagre de vino zumode limon,None,Unknown,Safe
1% huile de tournesol,None,Unknown,Safe
kaffir lime peel 2%,None,Unknown,Safe
chocolat en poudre 14 % (sucre,None,Unknown,Safe
beef base (roasted beef and dried beef,None,Unknown,Safe
stabilisants e450,None,Unknown,Safe
canola and/or soybean and/or corn oil),None,Unknown,Safe
clnnamon,None,Unknown,Safe
(vinaigre de malt (ble),None,Unknown,Safe
ginger juice1,None,Unknown,Safe
red 5),None,Unknown,Safe
shiitake mushroom (water,None,Unknown,Safe
cranauba wax,None,Unknown,Safe
eva,None,Unknown,Safe
cooked chickpeas (72%),None,Unknown,Safe
pimiento rojo (3,None,Unknown,Safe
cuisses de grenouilles,None,Unknown,Safe
glucono delta lactone (acidity corrector),None,Unknown,Safe
organic turkey,None,Unknown,Safe
(can,None,Unknown,Safe
pruneaux 40%),None,Unknown,Safe
acide lactque,None,Unknown,Safe
chaluts,None,Unknown,Safe
champignons 18% (champignons,None,Unknown,Safe
enriched bleach flour (wheat flour,None,Unknown,Safe
contains 2% or less of emulsifier (mono - and diglycerides polysorbate 60),None,Unknown,Safe
colorants (sureau,None,Unknown,Safe
long grain rice blend (whole brown rice,None,Unknown,Safe
e503 ),None,Unknown,Safe
calcium lactat,None,Unknown,Safe
jus d'orange 49%,None,Unknown,Safe
aroma naturale di cocco,None,Unknown,Safe
sed on a 2,None,Unknown,Safe
jambon sec 5,None,Unknown,Safe
chile en polvo,None,Unknown,Safe
fraise 12%,None,Unknown,Safe
mayon- naise 1,None,Unknown,Safe
9 % (graisse de palme,None,Unknown,Safe
og 1,None,Unknown,Safe
alcool sucre,None,Unknown,Safe
distilled white vine,None,Unknown,Safe
jus de raisin blanc 60%,None,Unknown,Safe
tomates (13 %),None,Unknown,Safe
extrait naturel de vanille 4%,None,Unknown,Safe
oeufs frais bio,None,Unknown,Safe
dairy whey (milk),None,Unknown,Safe
lowfat milk powder,None,Unknown,Safe
cajun seasoning (potato,None,Unknown,Safe
83278 traunstein,None,Unknown,Safe
bitter fennel seed (12%),None,Unknown,Safe
herbes de provence (1,None,Unknown,Safe
long grain rice,None,Unknown,Safe
turmeric and paprika oleoresin (for color),None,Unknown,Safe
reduced lectose whey,None,Unknown,Safe
du cacao maigre en poudre,None,Unknown,Safe
lhcithine de soja,None,Unknown,Safe
framboise,None,Unknown,Safe
farina di avena 1,None,Unknown,Safe
fructo,None,Unknown,Safe
sunflower butter,None,Unknown,Safe
leavening (contains one or more of,None,Unknown,Safe
non-gmo rice protein crisp (rice protein concentrate and rice flour),None,Unknown,Safe
dehydrated garlic and chili peppers,None,Unknown,Safe
cream base (milk,None,Unknown,Safe
worcestershire sauce (caramel color,None,Unknown,Safe
strawberry cherry,None,Unknown,Safe
'pcrccnt dany valuo are based on a 2,None,Unknown,Safe
gummi arabicum),None,Unknown,Safe
vitanin b12,None,Unknown,Safe
pyrophosphate de fer iii,None,Unknown,Safe
sel marin ch 67486491,None,Unknown,Safe
concentrados (zanahoria,None,Unknown,Safe
citric acid (acidity regulator,None,Unknown,Safe
r6rnes,None,Unknown,Safe
oxyde de zinc),None,Unknown,Safe
casei,None,Unknown,Safe
mannit,None,Unknown,Safe
hash browns (potatoes,None,Unknown,Safe
organic nutmeg,None,Unknown,Safe
organic roasted soybea,None,Unknown,Safe
fruits de la passion 0,None,Unknown,Safe
contains 1% or less of pectin,None,Unknown,Safe
mixed herbs (rosemary,None,Unknown,Safe
pasteurized process cheddar cheese (cultured milk,None,Unknown,Safe
partially hydrogenated palm oil and/or cottonseed oil,None,Unknown,Safe
houblon,None,Unknown,Safe
malic acid natural and artificial flav,None,Unknown,Safe
smoked havarti seasoning (organic cheddar cheese,None,Unknown,Safe
potassium poly-phosphate,None,Unknown,Safe
sea buckthorn,None,Unknown,Safe
aged cheddar cheese(milk,None,Unknown,Safe
tomates secos 44,None,Unknown,Safe
bing cherries (sunflower oil),None,Unknown,Safe
liquid brown sugar (sugar,None,Unknown,Safe
mangue 4 %),None,Unknown,Safe
modified foo,None,Unknown,Safe
zanahoria en rodajas 21%,None,Unknown,Safe
bockshornsaat,None,Unknown,Safe
jus de tomate (50%),None,Unknown,Safe
9 g - glucides/ koolhydraten 48,None,Unknown,Safe
food colour e 120 (carmine) cochineal extract,None,Unknown,Safe
prepared pink beans,None,Unknown,Safe
peach),None,Unknown,Safe
pure vanilla bean extract,None,Unknown,Safe
conservateur de sodium,None,Unknown,Safe
organic white chocolate (organic s,None,Unknown,Safe
agenti lievitanti (carbonato acido di ammonio,None,Unknown,Safe
natural flavor) fresh eggs,None,Unknown,Safe
rijst 52,None,Unknown,Safe
dragets,None,Unknown,Safe
organic soy proten,None,Unknown,Safe
yogurt (72%),None,Unknown,Safe
yeast extrac,None,Unknown,Safe
organic ground turmeric,None,Unknown,Safe
isithines (soja)),None,Unknown,Safe
e 951),None,Unknown,Safe
tocopherol rich extract,None,Unknown,Safe
assaisonnement et colorant d'origine naturelle,None,Unknown,Safe
light kidney,None,Unknown,Safe
pulpe de fruit sec de baobab 4%),None,Unknown,Safe
acidificanti (acido lattico,None,Unknown,Safe
viande de faisan 40 %,None,Unknown,Safe
llmg (soit 15,None,Unknown,Safe
millet italien (20%),None,Unknown,Safe
non-aluminum baking powder (sodium acid pyrophosphate,None,Unknown,Safe
7% porc,None,Unknown,Safe
sei ferments lactique,None,Unknown,Safe
410),None,Unknown,Safe
sierra,None,Unknown,Safe
cookies (bleached wheat flour,None,Unknown,Safe
pasteurized process cheese product (cultured milk and part -skim milk,None,Unknown,Safe
polyphosphates de 6,None,Unknown,Safe
gingembre moulu 0,None,Unknown,Safe
2% (gingembre,None,Unknown,Safe
fibre de avoine,None,Unknown,Safe
cultured g,None,Unknown,Safe
naturals smoke flavor,None,Unknown,Safe
zitronenschalen 0,None,Unknown,Safe
golden raisins (treated with sulfur dioxide to promote color retention),None,Unknown,Safe
wine ( sake wine,None,Unknown,Safe
ab,None,Unknown,Safe
mangoes,None,Unknown,Safe
protefnas de leite,None,Unknown,Safe
black pepper)turbinado sugar,None,Unknown,Safe
amaze starch,None,Unknown,Safe
champignon de paris 8 %,None,Unknown,Safe
feigen getrocknet,None,Unknown,Safe
wheat flakes (wholegrain wheat,None,Unknown,Safe
natural flavor (maltodextrin) calcium stearate (anti-caking agent),None,Unknown,Safe
pommes de terre 95,None,Unknown,Safe
cha elure (farine de ble,None,Unknown,Safe
sunflower oil (expeller pressed),None,Unknown,Safe
sicilian lemon juice (6%),None,Unknown,Safe
spring roll wrapper (bleached wheat flour,None,Unknown,Safe
fromages (dont emmental),None,Unknown,Safe
pomme de terre 26%,None,Unknown,Safe
organic milk powder,None,Unknown,Safe
e (lactose),None,Unknown,Safe
karamelzuckersirup,None,Unknown,Safe
butter toffee pieces (sucrose,None,Unknown,Safe
bananenchips (bananen,None,Unknown,Safe
hydrolyzed soy and corn protein molasses,None,Unknown,Safe
sodium casunet,None,Unknown,Safe
anchovy extract,None,Unknown,Safe
golden raisins (south africa,None,Unknown,Safe
natural lime flavor and other natural flavors,None,Unknown,Safe
fenugreek seed,None,Unknown,Safe
caramelo,None,Unknown,Safe
eggs soybean oil,None,Unknown,Safe
mini comet en gaufrette 22,None,Unknown,Safe
cultured pasteurised grade a milk,None,Unknown,Safe
origine mexique (f) ou usa (g) ou chlamys nobilis,None,Unknown,Safe
curry 0,None,Unknown,Safe
fusilli pasta (water,None,Unknown,Safe
thiamine maononitrate riboflavin,None,Unknown,Safe
harina de lentejas,None,Unknown,Safe
monosodium glutamate (flavor enhancer)m caramel color,None,Unknown,Safe
farine de riz sucre,None,Unknown,Safe
pgprt artificial flavors),None,Unknown,Safe
miso (soya),None,Unknown,Safe
natural flavor (contains soy),None,Unknown,Safe
petits oignons blancs,None,Unknown,Safe
stabilisants e450-e451-e452-e508,None,Unknown,Safe
sodiumphosphate,None,Unknown,Safe
huile d'olive vierge extra 4 %,None,Unknown,Safe
grain wheat flour,None,Unknown,Safe
9%)),None,Unknown,Safe
stevia leaf extract (reb a 98%),None,Unknown,Safe
distilled mono glycerides,None,Unknown,Safe
magere cacaopoeder 2 %,None,Unknown,Safe
polydimethylsiloxane,None,Unknown,Safe
tofu (eau,None,Unknown,Safe
pommes de terre 87,None,Unknown,Safe
zucchero di canna di piselli,None,Unknown,Safe
confections sugar (sugar,None,Unknown,Safe
maltodextrn and natural flavor),None,Unknown,Safe
potassium sorbate added as a preservative,None,Unknown,Safe
eryeerng enhancement5 are ongotng and may not be reflected in the pictures,None,Unknown,Safe
natural butter f,None,Unknown,Safe
spinach (quick frozen fresh spinach leaves),None,Unknown,Safe
organic cocoa powder organic guar gum,None,Unknown,Safe
beurre laitier concentre,None,Unknown,Safe
9 mn,None,Unknown,Safe
18% mandeln,None,Unknown,Safe
fruitrim (fruit juices,None,Unknown,Safe
acide malioue,None,Unknown,Safe
soy lecithin emulsifier),None,Unknown,Safe
fresh roasted organic pumpkin seeds,None,Unknown,Safe
modified foos starch,None,Unknown,Safe
garbanzo pedrosillano,None,Unknown,Safe
half and half (cream,None,Unknown,Safe
graines de lin bio 9%,None,Unknown,Safe
sodium metabisulfite (contains sulfites,None,Unknown,Safe
e325 sodium lactate,None,Unknown,Safe
bananen (7%),None,Unknown,Safe
de zinc,None,Unknown,Safe
pomme 12 %),None,Unknown,Safe
lactate de sodium e325 - nitrite de sodium e250,None,Unknown,Safe
potatoes (95%),None,Unknown,Safe
dry roasted cashews (cashews,None,Unknown,Safe
hul e de colza,None,Unknown,Safe
la passi ananas,None,Unknown,Safe
dough conditioners (protease,None,Unknown,Safe
vitamines  (b1,None,Unknown,Safe
wheat gluten ascorbic acid,None,Unknown,Safe
fractionated palm kenel oil reduced mineral whey powder milk,None,Unknown,Safe
raspberry (4%),None,Unknown,Safe
horsetail herb,None,Unknown,Safe
stabilizers (xanthan and / or carob bean and/or guar gums)),None,Unknown,Safe
poitrine de porc vpf,None,Unknown,Safe
touotocl and wheat flakes (wlaeat,None,Unknown,Safe
soluble celery),None,Unknown,Safe
champignon de paris 9 %,None,Unknown,Safe
thiamin monnitrate,None,Unknown,Safe
